interaction_id,customer_id,fecha_interaccion,hora_interaccion,canal_contacto,motivo,transcripcion,sentimiento,puntaje_positivo,puntaje_negativo,puntaje_neutro,estrellas,resuelto,tiempo_espera_seg,duracion_minutos,agente
INT-04790,XFC-04194,2025-01-30,18:56,Llamada,Retraso en delivery,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.1229,0.2278,0.6493,3,True,63,9.6,Yolanda T.
INT-04791,XFC-04878,2025-12-31,17:52,Email,Medicamento agotado,Pedí el genérico y me dieron el de marca sin consultar.,NEGATIVO,0.0453,0.6431,0.3116,1,False,61,6.1,Pedro D.
INT-04792,XFC-06817,2024-09-02,20:30,WhatsApp,Problema con seguro/ARS,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.0665,0.6359,0.2976,2,False,16,1.9,Ana M.
INT-04793,XFC-06817,2024-07-01,14:00,Llamada,Medicamento agotado,No entiendo por qué subieron el precio sin aviso.,NEGATIVO,0.0244,0.5894,0.3862,1,False,18,3.9,Yolanda T.
INT-04794,XFC-06817,2024-05-21,07:31,Email,Cambio de medicamento,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.4608,0.1011,0.4381,3,False,39,10.1,Carmen S.
INT-04795,XFC-05820,2025-08-03,18:29,Chat App,Consulta de horarios,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.6402,0.0232,0.3366,4,True,246,9.2,José L.
INT-04796,XFC-02309,2023-12-14,10:19,Llamada,Devolución de producto,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.7246,0.0572,0.2182,5,True,12,2.0,Miguel A.
INT-04797,XFC-02309,2024-10-14,11:44,Llamada,Medicamento agotado,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.6181,0.0229,0.359,5,True,13,11.4,María P.
INT-04798,XFC-02309,2025-05-10,17:54,WhatsApp,Cambio de medicamento,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.3862,0.1916,0.4222,3,False,180,6.6,Luis F.
INT-04799,XFC-02309,2025-05-24,07:13,Llamada,Error en facturación,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.8185,0.0512,0.1303,5,True,49,16.6,José L.
INT-04800,XFC-07425,2024-06-15,18:14,Llamada,Problema con app/web,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.163,0.263,0.574,3,True,125,5.9,Carmen S.
INT-04801,XFC-07425,2024-10-16,08:53,Email,Medicamento agotado,Pedí el genérico y me dieron el de marca sin consultar.,NEGATIVO,0.0834,0.6687,0.2479,1,False,201,6.5,José L.
INT-04802,XFC-07425,2023-10-02,14:06,Llamada,Medicamento agotado,Me cobraron de más y no me quieren devolver el dinero.,NEGATIVO,0.1352,0.6361,0.2287,2,False,668,5.1,Rosa G.
INT-04803,XFC-07425,2024-02-12,20:41,WhatsApp,Problema con seguro/ARS,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.0668,0.6771,0.2561,1,False,15,5.2,José L.
INT-04804,XFC-01594,2025-06-04,20:15,Chat App,Medicamento agotado,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.8396,0.0462,0.1142,5,True,39,10.5,Luis F.
INT-04805,XFC-01594,2025-12-19,12:43,Email,Devolución de producto,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.7136,0.0971,0.1893,4,True,547,1.0,Carmen S.
INT-04806,XFC-01594,2025-10-19,11:06,Email,Queja de atención en sucursal,"La atención en la sucursal fue pésima, nadie sabía nada.",NEGATIVO,0.1171,0.8913,-0.0084,2,False,118,9.1,Luis F.
INT-04807,XFC-05145,2024-05-02,16:33,Llamada,Medicamento agotado,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.1084,0.9233,-0.0317,1,False,212,5.2,Carlos R.
INT-04808,XFC-05145,2023-07-17,11:38,WhatsApp,Problema con seguro/ARS,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.7065,0.039,0.2545,4,True,22,3.7,Ana M.
INT-04809,XFC-03047,2024-07-12,19:46,Llamada,Queja de atención en sucursal,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.9103,0.0266,0.0631,4,True,77,7.4,Yolanda T.
INT-04810,XFC-03047,2023-03-30,13:21,Llamada,Retraso en delivery,Pedí el genérico y me dieron el de marca sin consultar.,NEGATIVO,0.1138,0.8651,0.0211,1,False,106,10.8,Carmen S.
INT-04811,XFC-03047,2024-06-05,20:33,Llamada,Medicamento agotado,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.1448,0.8342,0.021,1,True,269,2.1,Rosa G.
INT-04812,XFC-06603,2025-04-17,14:34,Llamada,Problema con seguro/ARS,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.6879,0.0542,0.2579,5,True,139,10.7,Luis F.
INT-04813,XFC-02020,2025-11-13,09:07,WhatsApp,Queja de atención en sucursal,Necesito información sobre el programa de lealtad.,NEUTRO,0.2086,0.1512,0.6402,3,True,80,8.3,Carmen S.
INT-04814,XFC-04150,2024-04-09,13:02,WhatsApp,Retraso en delivery,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.115,0.5623,0.3227,1,False,10,5.3,Luis F.
INT-04815,XFC-02913,2025-12-19,09:27,Llamada,Queja de atención en sucursal,Me siento frustrado porque dependo de este medicamento diariamente.,NEGATIVO,0.0931,0.6041,0.3028,1,True,263,10.1,María P.
INT-04816,XFC-02913,2025-12-13,11:13,Llamada,Reclamo de precio,Llevo tres días esperando mi medicamento y nadie me da respuesta.,NEGATIVO,0.0644,0.8808,0.0548,2,True,142,12.6,María P.
INT-04817,XFC-07808,2025-08-19,07:49,Llamada,Consulta sobre producto,Necesito información sobre el programa de lealtad.,NEUTRO,0.0871,0.2972,0.6157,3,False,10,1.7,José L.
INT-04818,XFC-03196,2025-12-31,15:34,Llamada,Medicamento agotado,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.6347,0.048,0.3173,4,True,14,6.6,Luis F.
INT-04819,XFC-07706,2025-09-17,17:33,Llamada,Medicamento agotado,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.6916,0.0713,0.2371,5,True,283,10.8,Carmen S.
INT-04820,XFC-07706,2025-03-27,09:50,Llamada,Medicamento agotado,Llevo tres días esperando mi medicamento y nadie me da respuesta.,NEGATIVO,0.0777,0.6517,0.2706,2,False,280,14.6,Ana M.
INT-04821,XFC-07706,2024-02-26,15:32,Chat App,Queja de atención en sucursal,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.2407,0.1882,0.5711,3,True,143,4.9,Rosa G.
INT-04822,XFC-01570,2025-10-25,10:22,Llamada,Reclamo de precio,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.7755,0.0589,0.1656,5,True,53,10.1,Pedro D.
INT-04823,XFC-05456,2025-01-19,20:29,Llamada,Queja de atención en sucursal,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.1096,0.6783,0.2121,2,True,42,2.9,María P.
INT-04824,XFC-05456,2024-12-04,17:50,Email,Consulta de horarios,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.6189,0.0768,0.3043,5,True,106,6.6,Pedro D.
INT-04825,XFC-05456,2025-11-28,08:36,WhatsApp,Problema con seguro/ARS,Me cobraron de más y no me quieren devolver el dinero.,NEGATIVO,0.0546,0.9423,0.0031,1,True,46,11.4,Pedro D.
INT-04826,XFC-02603,2025-12-06,17:05,Llamada,Medicamento agotado,Necesito información sobre el programa de lealtad.,NEUTRO,0.3337,0.169,0.4973,3,False,156,4.2,José L.
INT-04827,XFC-02603,2025-12-15,13:15,Llamada,Problema con seguro/ARS,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.0488,0.8479,0.1033,2,False,233,5.9,Luis F.
INT-04828,XFC-00472,2024-02-08,17:44,WhatsApp,Consulta de horarios,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.3235,0.1954,0.4811,3,False,44,13.9,María P.
INT-04829,XFC-07577,2024-01-23,19:57,Llamada,Medicamento agotado,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.2705,0.2764,0.4531,3,True,185,6.5,Carlos R.
INT-04830,XFC-07577,2024-05-30,19:10,Llamada,Medicamento agotado,Necesito información sobre el programa de lealtad.,NEUTRO,0.371,0.1063,0.5227,3,True,110,13.4,Carmen S.
INT-04831,XFC-07577,2024-08-25,10:21,Llamada,Consulta de horarios,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.2658,0.2589,0.4753,3,True,24,3.7,Pedro D.
INT-04832,XFC-03705,2025-01-09,15:11,Llamada,Problema con seguro/ARS,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.5634,0.0765,0.3601,4,True,111,10.3,José L.
INT-04833,XFC-03705,2024-06-03,13:41,Email,Reclamo de precio,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.8143,0.0963,0.0894,5,True,193,8.2,José L.
INT-04834,XFC-03705,2025-07-03,14:25,WhatsApp,Seguimiento de pedido,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.8258,0.0601,0.1141,5,True,97,7.2,Carmen S.
INT-04835,XFC-03821,2025-12-23,16:00,Llamada,Medicamento agotado,Pedí el genérico y me dieron el de marca sin consultar.,NEGATIVO,0.0971,0.6274,0.2755,1,True,43,9.4,Luis F.
INT-04836,XFC-03821,2025-04-28,20:25,WhatsApp,Error en facturación,"La atención en la sucursal fue pésima, nadie sabía nada.",NEGATIVO,0.0218,0.631,0.3472,1,False,19,12.6,Miguel A.
INT-04837,XFC-03821,2023-10-13,19:02,Email,Seguimiento de pedido,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.8898,0.0606,0.0496,5,True,194,9.4,Pedro D.
INT-04838,XFC-03821,2025-02-18,16:53,Llamada,Queja de atención en sucursal,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.6415,0.021,0.3375,5,True,157,12.3,Rosa G.
INT-04839,XFC-03967,2025-03-20,17:54,Llamada,Error en facturación,Necesito información sobre el programa de lealtad.,NEUTRO,0.2496,0.2265,0.5239,3,True,124,6.5,Rosa G.
INT-04840,XFC-04286,2025-05-15,10:26,WhatsApp,Error en facturación,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.3019,0.257,0.4411,3,True,80,5.3,María P.
INT-04841,XFC-04286,2025-04-05,14:52,Email,Consulta sobre programa de lealtad,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.247,0.2252,0.5278,3,True,53,5.0,José L.
INT-04842,XFC-04286,2024-11-28,14:33,WhatsApp,Consulta sobre programa de lealtad,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.8003,0.075,0.1247,5,True,17,11.1,María P.
INT-04843,XFC-04286,2025-07-01,18:03,Llamada,Queja de atención en sucursal,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.5863,0.0316,0.3821,4,True,28,5.2,María P.
INT-04844,XFC-04286,2025-07-12,20:30,Llamada,Seguimiento de pedido,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.7119,0.0313,0.2568,5,True,49,1.0,Miguel A.
INT-04845,XFC-00301,2024-06-02,07:19,Llamada,Problema con seguro/ARS,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.3382,0.1571,0.5047,3,True,59,9.5,Pedro D.
INT-04846,XFC-00301,2024-04-14,18:39,WhatsApp,Solicitud de reabastecimiento,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.5739,0.0577,0.3684,5,True,34,1.0,Yolanda T.
INT-04847,XFC-04542,2023-12-03,17:32,Llamada,Error en facturación,Llevo tres días esperando mi medicamento y nadie me da respuesta.,NEGATIVO,0.0222,0.834,0.1438,2,False,109,9.2,Miguel A.
INT-04848,XFC-04542,2025-06-24,14:03,WhatsApp,Cambio de medicamento,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.2007,0.2185,0.5808,3,False,53,1.0,Carmen S.
INT-04849,XFC-05270,2025-12-22,17:07,Llamada,Error en facturación,Llevo tres días esperando mi medicamento y nadie me da respuesta.,NEGATIVO,0.136,0.7355,0.1285,1,True,265,1.0,Yolanda T.
INT-04850,XFC-07868,2025-05-08,13:04,WhatsApp,Problema con seguro/ARS,Necesito información sobre el programa de lealtad.,NEUTRO,0.2671,0.2261,0.5068,3,False,127,5.3,Carlos R.
INT-04851,XFC-07868,2024-02-25,12:18,Llamada,Consulta de horarios,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.9058,0.0971,-0.0029,4,True,112,5.1,Pedro D.
INT-04852,XFC-01882,2025-01-08,18:53,Email,Problema con app/web,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.7233,0.0391,0.2376,5,True,212,8.6,Carlos R.
INT-04853,XFC-01903,2025-03-22,08:49,Email,Queja de atención en sucursal,Llevo tres días esperando mi medicamento y nadie me da respuesta.,NEGATIVO,0.0467,0.8429,0.1104,2,True,76,2.0,Carmen S.
INT-04854,XFC-01903,2025-03-18,13:32,Llamada,Retraso en delivery,No entiendo por qué subieron el precio sin aviso.,NEGATIVO,0.0487,0.7731,0.1782,2,True,390,11.6,Carlos R.
INT-04855,XFC-01318,2024-06-27,09:58,WhatsApp,Seguimiento de pedido,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.2365,0.1757,0.5878,3,False,286,9.7,María P.
INT-04856,XFC-01318,2023-05-05,19:25,WhatsApp,Retraso en delivery,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.2091,0.1466,0.6443,3,True,281,3.0,María P.
INT-04857,XFC-04092,2024-01-08,20:07,WhatsApp,Seguimiento de pedido,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.2399,0.2375,0.5226,3,True,106,15.2,Luis F.
INT-04858,XFC-05898,2024-03-26,13:07,Llamada,Medicamento agotado,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.0319,0.5926,0.3755,1,True,43,2.7,María P.
INT-04859,XFC-03143,2024-02-22,12:58,Llamada,Medicamento agotado,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.1413,0.8936,-0.0349,2,False,11,14.7,María P.
INT-04860,XFC-03143,2023-09-16,19:16,WhatsApp,Medicamento agotado,Llevo tres días esperando mi medicamento y nadie me da respuesta.,NEGATIVO,0.0855,0.6205,0.294,1,True,27,14.2,Luis F.
INT-04861,XFC-03143,2025-04-09,11:37,Chat App,Solicitud de reabastecimiento,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.6683,0.0802,0.2515,4,True,44,13.2,Carlos R.
INT-04862,XFC-03143,2025-09-19,12:41,Llamada,Retraso en delivery,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.1457,0.6138,0.2405,1,False,256,2.1,Rosa G.
INT-04863,XFC-03473,2025-12-10,14:36,WhatsApp,Retraso en delivery,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.3049,0.1504,0.5447,3,True,101,12.8,Carmen S.
INT-04864,XFC-03473,2024-03-30,13:54,Llamada,Error en facturación,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.242,0.1353,0.6227,3,False,226,8.1,Rosa G.
INT-04865,XFC-03473,2025-10-27,17:14,Llamada,Error en facturación,"La atención en la sucursal fue pésima, nadie sabía nada.",NEGATIVO,0.0513,0.6136,0.3351,1,True,62,11.6,Miguel A.
INT-04866,XFC-03473,2025-04-22,07:28,Llamada,Error en facturación,Me siento frustrado porque dependo de este medicamento diariamente.,NEGATIVO,0.106,0.7049,0.1891,2,False,10,13.4,María P.
INT-04867,XFC-00654,2025-09-28,09:47,Email,Error en facturación,No entiendo por qué subieron el precio sin aviso.,NEGATIVO,0.0386,0.6827,0.2787,1,False,177,13.8,Carlos R.
INT-04868,XFC-07836,2023-08-19,08:17,Llamada,Problema con app/web,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.8218,0.022,0.1562,4,True,104,6.7,Rosa G.
INT-04869,XFC-07836,2024-10-31,18:40,Email,Retraso en delivery,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.5618,0.099,0.3392,5,True,26,8.0,Miguel A.
INT-04870,XFC-04910,2025-12-31,20:36,Llamada,Problema con seguro/ARS,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.132,0.2426,0.6254,3,True,71,8.9,Carmen S.
INT-04871,XFC-04910,2025-12-31,18:31,Chat App,Medicamento agotado,"La atención en la sucursal fue pésima, nadie sabía nada.",NEGATIVO,0.0627,0.9343,0.003,2,True,142,3.4,Yolanda T.
INT-04872,XFC-07573,2025-12-31,07:44,WhatsApp,Queja de atención en sucursal,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.2769,0.2154,0.5077,3,False,322,9.5,Rosa G.
INT-04873,XFC-01032,2025-04-05,12:58,Email,Reclamo de precio,No entiendo por qué subieron el precio sin aviso.,NEGATIVO,0.0543,0.703,0.2427,2,False,16,3.8,Carmen S.
INT-04874,XFC-01032,2025-08-26,15:49,Email,Seguimiento de pedido,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.7524,0.0254,0.2222,5,True,405,2.8,Rosa G.
INT-04875,XFC-05494,2025-12-30,11:19,WhatsApp,Queja de atención en sucursal,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.1994,0.2339,0.5667,3,True,273,11.0,Miguel A.
INT-04876,XFC-05494,2025-11-28,12:00,WhatsApp,Cambio de medicamento,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.876,0.0653,0.0587,4,True,24,10.3,Ana M.
INT-04877,XFC-04189,2025-12-31,19:41,Chat App,Retraso en delivery,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.1308,0.2967,0.5725,3,True,95,8.5,Pedro D.
INT-04878,XFC-04189,2025-12-31,07:54,Llamada,Retraso en delivery,Pedí el genérico y me dieron el de marca sin consultar.,NEGATIVO,0.0651,0.8965,0.0384,2,True,72,9.0,Carmen S.
INT-04879,XFC-04189,2025-12-31,11:13,WhatsApp,Cambio de medicamento,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.9029,0.034,0.0631,5,True,16,2.7,Luis F.
INT-04880,XFC-06539,2024-12-05,15:57,Email,Cambio de medicamento,Necesito información sobre el programa de lealtad.,NEUTRO,0.2866,0.168,0.5454,3,False,110,4.1,Carmen S.
INT-04881,XFC-03702,2024-12-23,13:14,Llamada,Solicitud de reabastecimiento,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.3025,0.1542,0.5433,3,False,23,11.4,Yolanda T.
INT-04882,XFC-04334,2025-01-14,09:41,WhatsApp,Medicamento agotado,Llevo tres días esperando mi medicamento y nadie me da respuesta.,NEGATIVO,0.1345,0.84,0.0255,2,True,70,6.1,María P.
INT-04883,XFC-04334,2025-01-28,20:35,WhatsApp,Reclamo de precio,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.8724,0.0309,0.0967,4,True,85,8.5,Pedro D.
INT-04884,XFC-04791,2024-09-24,10:12,Llamada,Retraso en delivery,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.0376,0.9267,0.0357,2,True,108,12.9,Luis F.
INT-04885,XFC-04791,2024-06-09,08:04,Email,Retraso en delivery,Llevo tres días esperando mi medicamento y nadie me da respuesta.,NEGATIVO,0.1411,0.8132,0.0457,2,False,21,8.9,Carlos R.
INT-04886,XFC-00475,2025-08-13,19:21,Email,Problema con seguro/ARS,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.6387,0.0589,0.3024,5,True,10,6.4,Luis F.
INT-04887,XFC-06326,2025-10-12,17:05,Llamada,Retraso en delivery,Pedí el genérico y me dieron el de marca sin consultar.,NEGATIVO,0.0524,0.848,0.0996,1,False,67,4.4,María P.
INT-04888,XFC-06326,2025-07-15,12:38,WhatsApp,Problema con seguro/ARS,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.0403,0.602,0.3577,2,False,93,1.4,Carmen S.
INT-04889,XFC-06326,2024-11-04,15:15,Llamada,Queja de atención en sucursal,Mi seguro no me lo quieren pasar y en otras farmacias sí.,NEGATIVO,0.0492,0.7813,0.1695,1,False,10,9.1,José L.
INT-04890,XFC-06281,2025-04-05,15:48,Llamada,Reclamo de precio,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.1372,0.691,0.1718,1,False,692,3.9,Ana M.
INT-04891,XFC-06281,2023-08-02,16:06,WhatsApp,Queja de atención en sucursal,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.0844,0.7603,0.1553,2,True,311,13.9,María P.
INT-04892,XFC-06281,2024-07-12,19:43,Llamada,Seguimiento de pedido,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.4129,0.1236,0.4635,3,True,154,6.6,María P.
INT-04893,XFC-06281,2025-02-23,12:19,WhatsApp,Consulta de horarios,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.3984,0.1204,0.4812,3,False,231,12.8,Miguel A.
INT-04894,XFC-03639,2025-12-03,16:10,Email,Reclamo de precio,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.1305,0.7092,0.1603,2,True,154,14.3,Miguel A.
INT-04895,XFC-03639,2024-11-02,14:44,Llamada,Reclamo de precio,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.1182,0.7067,0.1751,1,False,21,11.4,José L.
INT-04896,XFC-03639,2025-02-25,14:52,WhatsApp,Seguimiento de pedido,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.2126,0.1497,0.6377,3,True,421,5.9,Pedro D.
INT-04897,XFC-03639,2024-05-12,18:59,Llamada,Queja de atención en sucursal,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.319,0.2681,0.4129,3,True,70,16.2,Ana M.
INT-04898,XFC-03639,2025-01-22,08:18,Llamada,Problema con seguro/ARS,Me cobraron de más y no me quieren devolver el dinero.,NEGATIVO,0.1,0.7724,0.1276,2,False,29,11.2,Carmen S.
INT-04899,XFC-00609,2025-10-28,15:33,WhatsApp,Cambio de medicamento,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.8103,0.0946,0.0951,4,True,79,7.8,Luis F.
INT-04900,XFC-04115,2025-08-04,12:52,WhatsApp,Devolución de producto,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.9082,0.0825,0.0093,5,True,100,4.9,Ana M.
INT-04901,XFC-05351,2024-09-28,20:46,Email,Error en facturación,Me siento frustrado porque dependo de este medicamento diariamente.,NEGATIVO,0.1461,0.86,-0.0061,1,False,121,8.5,María P.
INT-04902,XFC-03720,2025-06-07,13:32,Llamada,Problema con seguro/ARS,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.6917,0.0536,0.2547,5,True,93,4.5,Luis F.
INT-04903,XFC-03720,2024-03-25,09:13,Llamada,Queja de atención en sucursal,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.5533,0.074,0.3727,5,True,678,4.1,Pedro D.
INT-04904,XFC-05359,2025-05-04,20:02,Chat App,Devolución de producto,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.5622,0.0246,0.4132,5,True,51,4.2,María P.
INT-04905,XFC-03868,2024-02-17,20:40,WhatsApp,Error en facturación,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.5797,0.0566,0.3637,4,True,14,6.5,Yolanda T.
INT-04906,XFC-03868,2023-05-20,18:18,WhatsApp,Retraso en delivery,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.7951,0.0653,0.1396,4,True,251,10.8,Pedro D.
INT-04907,XFC-03868,2023-09-30,14:51,Email,Retraso en delivery,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.5874,0.0359,0.3767,5,True,150,4.8,Yolanda T.
INT-04908,XFC-00151,2024-05-29,18:34,Email,Retraso en delivery,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.124,0.8405,0.0355,1,True,56,14.4,Carlos R.
INT-04909,XFC-04969,2024-12-15,20:41,Llamada,Solicitud de reabastecimiento,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.3625,0.1586,0.4789,3,False,10,7.1,Pedro D.
INT-04910,XFC-00995,2024-07-05,14:49,Llamada,Reclamo de precio,Me cobraron de más y no me quieren devolver el dinero.,NEGATIVO,0.0758,0.7309,0.1933,1,True,10,5.9,Carmen S.
INT-04911,XFC-00995,2025-07-13,12:29,Chat App,Problema con seguro/ARS,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.3042,0.15,0.5458,3,True,10,7.1,José L.
INT-04912,XFC-00995,2023-12-03,17:38,Chat App,Queja de atención en sucursal,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.5679,0.098,0.3341,5,True,99,6.4,Pedro D.
INT-04913,XFC-00995,2024-04-18,16:52,WhatsApp,Error en facturación,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.0512,0.8065,0.1423,1,False,213,12.2,Yolanda T.
INT-04914,XFC-00995,2024-07-11,08:54,WhatsApp,Consulta sobre programa de lealtad,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.612,0.052,0.336,5,True,262,13.1,Carmen S.
INT-04915,XFC-06897,2025-07-28,13:26,WhatsApp,Consulta sobre producto,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.9119,0.0714,0.0167,4,True,270,2.1,Yolanda T.
INT-04916,XFC-01991,2025-11-02,07:43,WhatsApp,Cambio de medicamento,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.699,0.0836,0.2174,5,True,33,6.9,Ana M.
INT-04917,XFC-01991,2025-08-21,15:23,WhatsApp,Medicamento agotado,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.1931,0.25,0.5569,3,True,62,11.0,Pedro D.
INT-04918,XFC-01991,2025-09-13,12:07,Llamada,Error en facturación,Me cobraron de más y no me quieren devolver el dinero.,NEGATIVO,0.0796,0.7872,0.1332,1,False,111,3.8,Ana M.
INT-04919,XFC-07787,2024-02-18,20:18,WhatsApp,Seguimiento de pedido,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.2292,0.2615,0.5093,3,True,218,1.2,José L.
INT-04920,XFC-06126,2025-07-22,20:44,Llamada,Queja de atención en sucursal,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.8968,0.0577,0.0455,5,True,214,8.7,Carlos R.
INT-04921,XFC-05102,2024-08-20,09:44,Llamada,Queja de atención en sucursal,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.07,0.709,0.221,1,True,645,8.5,Rosa G.
INT-04922,XFC-05102,2025-01-09,09:43,WhatsApp,Reclamo de precio,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.8704,0.0325,0.0971,5,True,10,4.7,Yolanda T.
INT-04923,XFC-05102,2025-01-15,18:39,WhatsApp,Consulta sobre programa de lealtad,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.4043,0.1629,0.4328,3,False,112,12.0,Pedro D.
INT-04924,XFC-03259,2025-12-03,17:39,Llamada,Medicamento agotado,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.1196,0.7778,0.1026,1,True,221,4.5,José L.
INT-04925,XFC-07954,2025-12-10,13:00,Llamada,Consulta sobre programa de lealtad,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.1801,0.2265,0.5934,3,True,159,1.0,María P.
